title,telecommuting,has_company_logo,has_questions,employment_type,fraudulent,in_balanced_dataset,country,industry_group,edu_level
Account Executive,0,1,0,Full-time,0,0,US,Finance,Unknown
Sales Researcher,0,1,1,Full-time,0,0,GB,Tech,Unknown
Curator,0,1,1,Part-time,0,0,FR,Tech,Unknown
Junior Recruiter,0,1,1,Full-time,0,0,US,Corporate_Services,Bachelor
"Organizing Director, SF Bay Area",0,1,1,Full-time,0,0,US,Unknown,Bachelor
Copy Editor,0,1,1,Full-time,0,0,GR,Tech,Bachelor
"Home Health Aid/HCA--Austin, NV",0,1,0,Unknown,0,0,US,Unknown,Unknown
Senior Java Developer,0,1,1,Full-time,0,0,NZ,Tech,Bachelor
PR AE/SAE,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
Graduates: English Teacher Abroad (Conversational),0,1,1,Contract,0,0,US,Education,Bachelor
Lead Software Engineer,0,1,1,Full-time,0,0,US,Corporate_Services,Unknown
Southampton Fragrance and Beauty Promotional Staff,0,1,0,Temporary,0,0,GB,Consumer_Retail,Unknown
CTO,0,1,1,Full-time,0,0,GB,Tech,Unknown
Freelance Authors and Editors (m/f) for Norwegian Courses,0,1,1,Unknown,0,0,DE,Unknown,Unknown
Care Support Worker,0,1,1,Unknown,0,0,GB,Health_Science,Unknown
Lead Java and Intershop Developer,0,1,0,Full-time,0,0,NL,Tech,Unknown
"High-Tech Sales & Business Development Manager, EU",0,1,0,Full-time,0,0,DK,Tech,Unknown
Process Improvement Project Engineering Manager,0,0,0,Full-time,0,0,US,Unknown,Unknown
Sales Executive,1,1,1,Full-time,0,0,US,Tech,High School
Marketing Representative,0,1,0,Full-time,0,0,US,Finance,Unknown
Physical Therapist,0,1,0,Full-time,0,0,US,Health_Science,Associate/Vocational
Nurse Practitioner (Sugarloaf Center),0,1,0,Contract,0,0,US,Health_Science,Associate/Vocational
Certified Electrician,0,1,0,Full-time,0,0,US,Industrial_Energy,Associate/Vocational
Senior Sales Manager Belgium,0,1,0,Full-time,0,0,BE,Unknown,Unknown
Solutions Consultant,0,1,1,Full-time,0,0,NZ,Tech,Associate/Vocational
Seeking journalist with a marketing mindset,0,1,1,Contract,0,0,US,Corporate_Services,Unknown
Financial Controller,0,1,1,Full-time,0,0,NZ,Tech,Unknown
Lean Manufacturing,0,0,0,Full-time,0,0,US,Unknown,Unknown
Go Developer (Architecture),0,1,0,Full-time,0,0,US,Tech,Unknown
Internship,0,1,0,Unknown,0,0,DE,Corporate_Services,Unknown
Onboarding Technician,0,1,0,Full-time,0,0,Unspecified,Tech,Bachelor
Card Payments Manager,0,1,0,Full-time,0,0,GB,Finance,Unknown
Senior Sales Executive - Central,1,1,1,Full-time,0,0,US,Tech,Bachelor
"North East Health and Social Level 2, 3 and 5 Assessors",0,1,1,Temporary,0,0,GB,Health_Science,Associate/Vocational
Security Analyst,0,0,0,Contract,0,0,US,Tech,Unknown
Sales Manager,0,0,0,Full-time,0,0,US,Education,Unknown
Marketing and Administrative Assistant,0,0,0,Full-time,0,0,US,Media_Entertainment,Bachelor
Call Center Representative,0,1,1,Full-time,0,0,US,Finance,High School
iOS Developer,0,1,0,Full-time,0,0,ES,Health_Science,Bachelor
Psychiatric Nurse from Europe (Relocation to England),0,1,0,Full-time,0,0,GR,Health_Science,Master/PhD
Head of Product,0,1,1,Unknown,0,0,FR,Unknown,Unknown
"Process Controls Staff Engineer - Foxboro I/A - Tyler, TX",0,0,0,Full-time,0,0,US,Unknown,Unknown
SECURITY OFFICER (SO/PSO/ERT),0,1,1,Full-time,0,0,US,Tech,High School
Back-end Developer,0,1,0,Full-time,0,0,IE,Corporate_Services,Bachelor
Senior Sales Executive - Southern CA,1,1,1,Full-time,0,0,US,Tech,Bachelor
Senior Sales Executive - Boston,1,1,1,Full-time,0,0,US,Tech,Bachelor
Android Developer,0,1,1,Full-time,0,0,DE,Health_Science,Unknown
Sous Chef - Upscale Restaurant,0,0,0,Unknown,0,0,US,Logistics_Travel,Unknown
Quality Manager,0,0,0,Full-time,0,0,US,Unknown,Unknown
Senior Sales Executive - Mid Atlantic,1,1,1,Full-time,0,0,US,Tech,Bachelor
Embedded Engineer (Firmware),0,1,1,Full-time,0,0,NZ,Tech,Bachelor
Furniture Installer $14/Hour,0,0,0,Full-time,0,0,US,Unknown,Unknown
Customer Experience Concierge,0,1,1,Unknown,0,0,US,Unknown,Unknown
HR Generalist,0,1,0,Full-time,0,0,GR,Logistics_Travel,Unknown
Senior Sales Executive - Southeast,1,1,1,Full-time,0,0,US,Tech,Bachelor
Receptionist-Terre Haute,0,1,1,Full-time,0,0,US,Health_Science,Unknown
Portfolio Roles,0,1,0,Full-time,0,0,GB,Finance,Bachelor
Customer Service Agent,0,1,0,Full-time,0,0,US,Tech,Unknown
Agent-Inbound Sales Position,1,1,0,Full-time,0,0,US,Unknown,High School
Inside Sales Representative,0,1,1,Full-time,0,0,CA,Corporate_Services,Unknown
Deep learning for scene understanding,0,1,1,Unknown,0,0,US,Unknown,Unknown
Payroll  Clerk $20/hr,0,0,0,Full-time,0,0,US,Tech,High School
Platform Operations Engineer,0,1,0,Full-time,0,0,NZ,Tech,Bachelor
Senior Engineer - Water Resources Management,0,1,1,Part-time,0,0,US,Industrial_Energy,Unknown
area sales head,1,0,0,Full-time,0,0,IN,Industrial_Energy,Unknown
Sr. Software Engineer (Ruby on Rails),0,1,0,Full-time,0,0,US,Tech,Unknown
Senior Javascript Developer,0,1,1,Full-time,0,0,GB,Finance,Bachelor
DevOps Engg.,0,1,0,Full-time,0,0,US,Unknown,Unknown
Design manager,0,0,0,Full-time,0,0,GB,Industrial_Energy,Unknown
Content Producer,0,1,1,Full-time,0,0,US,Unknown,Unknown
Frontend Web Developer,0,1,1,Full-time,0,0,GR,Corporate_Services,Bachelor
Senior Java developers (Java SE),0,1,0,Unknown,0,0,GR,Unknown,Unknown
Brand Manager,0,1,0,Contract,0,0,US,Corporate_Services,Bachelor
"IT System, Network and Software Administrator",0,1,0,Unknown,0,0,GR,Unknown,Unknown
Web Developer Instructor,0,1,1,Full-time,0,0,GB,Tech,Unknown
Lettings Negotiator,0,0,0,Full-time,0,0,GB,Unknown,Unknown
Instructional Advocate,0,1,0,Part-time,0,0,US,Unknown,Unknown
Junior Front end developer,0,1,0,Unknown,0,0,US,Unknown,Unknown
Crane Operator,0,1,1,Unknown,0,0,US,Industrial_Energy,Unknown
New Product Development Project Leader,0,0,0,Full-time,0,0,US,Unknown,Unknown
Production Supervisor - Major States,0,0,0,Full-time,0,0,US,Industrial_Energy,Bachelor
Senior Ruby Developer,1,1,1,Full-time,0,0,US,Tech,Unknown
Account Executive,0,1,0,Full-time,0,0,GB,Tech,Unknown
Director of Quality - Volpi Foods,0,1,1,Full-time,0,0,US,Consumer_Retail,Bachelor
User Interface Designer,0,1,1,Full-time,0,0,CA,Tech,Unknown
REDSCOUT: Senior Business Lead,0,1,0,Unknown,0,0,US,Unknown,Unknown
Project Engineer (Drilling Development),0,1,0,Full-time,0,0,US,Industrial_Energy,Unknown
Customer Experience Professionals,0,1,1,Full-time,0,0,US,Consumer_Retail,High School
Account Director,0,1,0,Full-time,0,0,AU,Corporate_Services,Unknown
Sr. Software Engineer (Infrastructure),0,1,0,Full-time,0,0,US,Tech,Bachelor
Software Engineer,0,0,0,Full-time,0,0,US,Tech,Unknown
Sales & Marketing Operations,0,1,0,Full-time,0,0,US,Tech,Bachelor
"Sr. Android Software Engineer - Agile SCRUM ARM - Fairfax, VA",0,0,0,Full-time,0,0,US,Tech,Unknown
Winter Associate,0,1,0,Unknown,0,0,Unspecified,Unknown,Unknown
Front-end developer,0,1,1,Full-time,0,0,IT,Tech,Unknown
Full-Cycle Oil & Gas Recruiter,0,1,1,Full-time,0,0,US,Industrial_Energy,Unknown
Manager Trainee (Tampa),0,1,0,Full-time,0,0,US,Unknown,Associate/Vocational
Front End Product Manager,0,1,0,Full-time,0,0,GB,Consumer_Retail,Bachelor
MEAN Stack Developer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Media Sales Executive,0,1,0,Full-time,0,0,GB,Corporate_Services,Unknown
Inside Sales Representative (1+yr exp),0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
Sr. Reservoir Engineer,0,1,1,Full-time,0,0,US,Industrial_Energy,Bachelor
REDSCOUT: Strategy Director,0,1,0,Unknown,0,0,US,Unknown,Unknown
Great at selling ?,0,0,0,Full-time,0,0,US,Unknown,High School
Electrical Maintenance Technician,0,0,0,Full-time,0,0,US,Unknown,Unknown
"Sales Associate, Civilian - Inside Sales",0,0,0,Full-time,0,0,US,Tech,Bachelor
MySQL DB Administrator,0,1,1,Full-time,0,0,GR,Tech,Unknown
Full Stack Developer (Mid Level),1,0,1,Contract,0,0,US,Education,Unknown
Food Quality,0,0,0,Full-time,0,0,US,Unknown,Unknown
Beauty & Fragrance consultants needed,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Process Controls Staff Engineer - Foxboro I/A TriconexSIS - TX,0,0,0,Full-time,0,0,US,Unknown,Unknown
Finance Analyst,0,1,0,Full-time,0,0,GB,Unknown,Master/PhD
Sr. Reservoir Engineer,0,1,1,Full-time,0,0,US,Industrial_Energy,Bachelor
Inventory Control Specialist,0,1,1,Unknown,0,0,US,Industrial_Energy,Unknown
"Vendor Operations Manager, Supply Chain",0,1,0,Full-time,0,0,NL,Consumer_Retail,Unknown
Agent-Inbound Customer Service,0,1,0,Full-time,0,0,US,Unknown,Bachelor
"Life Insurance Agent - Tampa, FL",0,1,1,Full-time,0,0,US,Finance,High School
Data Scientist,1,1,0,Full-time,0,0,GR,Tech,Master/PhD
FT and PT Evening Habilitation Specialist/Direct Care Staff,0,1,1,Unknown,0,0,US,Unknown,High School
Construction Workers,0,1,0,Full-time,0,0,US,Industrial_Energy,High School
Facilities Engineer,0,1,1,Full-time,0,0,US,Industrial_Energy,Unknown
Field Operations Specialist,0,1,0,Full-time,0,0,US,Unknown,Bachelor
Copywriter Extraordinaire (Part-Time/Contract),0,1,1,Unknown,0,0,AU,Unknown,Unknown
Quality Manager,0,0,0,Full-time,0,0,US,Unknown,Unknown
Information Architect and UI/UX Designer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Ad Ops and Programmatic Analyst,0,1,0,Full-time,0,0,GB,Tech,Unknown
Sales Executive,0,1,0,Full-time,0,0,US,Tech,Unknown
Injection Molding Supervisor,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
Systems Engineer,0,1,0,Full-time,0,0,GR,Unknown,Unknown
Sr. Manhattan Consultant,0,0,0,Contract,0,0,US,Unknown,Unknown
Regional Inside Sales Representative,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
UX/UI Designer,0,1,1,Full-time,0,0,IE,Unknown,Unknown
Software Developer,0,1,1,Full-time,0,0,GR,Tech,Bachelor
Wireless Routers Firmware Director - Embedded Linux GPS- Vancouver,0,0,0,Full-time,0,0,CA,Tech,Unknown
Sale Representatives,0,1,0,Full-time,0,0,US,Consumer_Retail,Unknown
Graduate Creative Developer,0,1,0,Full-time,0,0,Unspecified,Corporate_Services,Bachelor
Pizza Delivery Drivers - Durham,0,1,1,Part-time,0,0,GB,Consumer_Retail,Unknown
Director of Human Resources,0,1,0,Full-time,0,0,US,Tech,Bachelor
Office Manager/Executive Assistant,0,1,1,Full-time,0,0,GR,Unknown,Bachelor
Employee at RhodeCode (Boston),0,1,0,Full-time,0,0,US,Tech,Unknown
Community Engagement Manager,0,1,0,Full-time,0,0,GR,Tech,Unknown
"Maintenance Planner - EAM MS office Testing - Chicago, IL",0,0,0,Full-time,0,0,US,Unknown,Unknown
Web Designer,0,1,0,Full-time,0,0,GR,Corporate_Services,Unknown
Front-End Developer,0,1,1,Unknown,0,0,US,Unknown,Unknown
Assistant Managers / Supervisors,0,1,1,Full-time,0,0,GB,Consumer_Retail,Unknown
Linux Systems Engineer,0,1,0,Full-time,0,0,US,Unknown,Unknown
Senior Customer Success Manager,0,1,1,Full-time,0,0,AU,Consumer_Retail,Unknown
Church Communications Content Writer - Freelance,1,1,1,Contract,0,0,US,Corporate_Services,Unknown
Strategic Partnerships Manager - Digital Media,0,1,1,Unknown,0,1,US,Unknown,Unknown
Windows Security Engineer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Backend Engineer,0,1,0,Full-time,0,0,GB,Tech,Bachelor
Luxury fragrance consultants needed for Xmas!,0,1,0,Unknown,0,0,GB,Unknown,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
EMTs (Lift Coaches) Palm Springs,0,1,1,Full-time,0,0,US,Health_Science,High School
Fisheries Biologist (Plankton Unit),0,1,1,Full-time,0,0,US,Unknown,Unknown
M5 4QH Trainee Resourcer Role/Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Corporate_Services,High School
Support Engineer,0,1,1,Full-time,0,0,DE,Tech,Unknown
English University Lecturers- Oman,0,1,1,Full-time,0,0,GR,Education,Master/PhD
Junior Digital Designer,0,1,0,Full-time,0,0,GB,Corporate_Services,Associate/Vocational
Finance & Administration Manager (CIMA),0,1,0,Full-time,0,0,GB,Consumer_Retail,Associate/Vocational
2015 MBA Internship - Research Associate,0,1,1,Full-time,0,0,US,Finance,Master/PhD
Designer (Mobile and Augmented Reality),0,1,0,Full-time,0,0,JP,Corporate_Services,Unknown
PT / FT Drivers,0,0,0,Full-time,0,0,US,Logistics_Travel,Unknown
PR Director,0,1,0,Full-time,0,0,US,Corporate_Services,Unknown
Marketing Representative,0,1,0,Full-time,0,0,US,Finance,Unknown
Freelance Academic Writer,1,1,0,Unknown,0,0,US,Corporate_Services,Associate/Vocational
Outside Sales Professional-Kenosha,0,1,0,Unknown,0,0,US,Unknown,Unknown
Drupal Developer,0,1,1,Full-time,0,0,CA,Tech,Unknown
Visual Designer (Senior),0,1,1,Full-time,0,0,US,Media_Entertainment,Associate/Vocational
IT Security Analyst,0,0,0,Full-time,0,0,US,Tech,Unknown
Freshers 2015,0,1,0,Unknown,0,0,IN,Unknown,Unknown
Process Engineer,0,1,0,Full-time,0,0,US,Unknown,Bachelor
Elementary School Principal,0,1,1,Full-time,0,0,US,Education,Bachelor
Sales Engineer,0,1,1,Full-time,0,0,US,Tech,Unknown
Manufacturing Operations Supervisor,0,0,0,Full-time,0,0,US,Unknown,Unknown
Guest Sales Executive,0,1,1,Full-time,0,0,GB,Logistics_Travel,Bachelor
PR Director,0,1,0,Full-time,0,0,US,Corporate_Services,Unknown
Sheffield DGV Apprenticeships Under NAS 18 Year Olds Only,0,1,1,Full-time,0,0,GB,Logistics_Travel,High School
Hiring Fire Safety Directors for Midtown Hotels,0,0,0,Full-time,0,0,US,Tech,High School
"Hiring Registered Nurses: F/T, P/T & Per Diem. $38-$45/hour",0,1,0,Full-time,0,0,US,Health_Science,Unknown
IT Consultant / Software Enginner,0,1,0,Full-time,0,0,GR,Tech,Bachelor
Junior Web Developer,0,1,0,Full-time,0,0,GR,Unknown,Unknown
Substitute Service/Data Entry Clerk,0,1,1,Full-time,0,0,US,Corporate_Services,High School
Sales Associate,0,1,1,Full-time,0,0,GB,Logistics_Travel,Unknown
Tele Marketing Executive,0,0,1,Full-time,0,0,GB,Unknown,Unknown
Software Engineer,0,0,0,Contract,0,0,US,Unknown,Unknown
"Research Assistant (Digital, SaaS, Internet, Mobile)",0,1,0,Full-time,0,0,HK,Tech,Bachelor
Senior Software Developer,0,1,1,Full-time,0,0,US,Government_Public,Bachelor
Web designer / User Experience expert,0,1,0,Full-time,0,0,GR,Logistics_Travel,Unknown
Inverter Integration Engineer,0,1,1,Full-time,0,0,US,Unknown,Unknown
Controls Engineer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Transaction Officers,0,1,0,Full-time,0,0,NG,Finance,Bachelor
Looking For Brand Ambassador and Hair Promotional Models,1,1,1,Unknown,0,0,US,Unknown,Unknown
Professional Services Specialist,0,1,0,Full-time,0,0,GB,Tech,Bachelor
Licensed Clinician,0,1,1,Full-time,0,0,US,Health_Science,Bachelor
Software Product Line Manager,0,1,1,Full-time,0,0,US,Unknown,Bachelor
Blipp Developer,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Product Support Representative,0,1,0,Full-time,0,0,US,Tech,Associate/Vocational
IT Security Admin Analyst II,0,1,0,Unknown,0,0,US,Unknown,Unknown
Assistant Training & Quality Development Faciliator,0,1,0,Full-time,0,0,US,Finance,Unknown
New Product Development Project Leader - Full Time Permanent Job,0,0,0,Full-time,0,0,US,Corporate_Services,Bachelor
Business Analyst- Equity Trading - Fidessa,0,1,0,Full-time,0,0,US,Finance,Bachelor
Database Developer (PL/SQL),0,0,0,Contract,0,0,US,Unknown,Unknown
Account Planner,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
Senior Controls Engineer,0,0,0,Full-time,0,0,US,Industrial_Energy,Unknown
"Support Specialist, Weekdays",0,1,1,Full-time,0,0,US,Government_Public,High School
Chief Financial Officer,0,1,0,Unknown,0,0,US,Unknown,Unknown
Backend Developer (PHP),0,1,0,Full-time,0,0,US,Corporate_Services,Unknown
UX Lead,0,0,0,Full-time,0,0,NZ,Tech,Unknown
Controls Engineer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Production Artist,0,1,1,Full-time,0,0,US,Unknown,Unknown
Web App Developer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Marketing Associate,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
"Sales Executive, Latin America (based in New York)",0,1,1,Full-time,0,0,US,Education,Bachelor
Supervisor - Voyageur Medical,0,1,1,Full-time,0,0,CA,Health_Science,Associate/Vocational
Animator,0,1,0,Full-time,0,0,GR,Unknown,Unknown
.NET Developer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Senior Software Engineer,0,1,1,Full-time,0,0,NZ,Consumer_Retail,Master/PhD
ETL Developer,0,1,0,Full-time,0,0,US,Tech,Bachelor
Buyer,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
Lead QA Engineer,0,1,1,Full-time,0,0,US,Tech,Unknown
Project manager,0,0,0,Full-time,0,0,US,Tech,Associate/Vocational
"Manager, Growth Channels",0,1,1,Full-time,0,0,US,Finance,Unknown
"Director, Strategic Accounts",1,1,0,Full-time,0,0,US,Corporate_Services,Unknown
System QA Tester,0,1,0,Full-time,0,0,GB,Tech,Unknown
Jr. QA Engineer,0,0,0,Full-time,0,0,US,Tech,Bachelor
Admissions Counselor (Denver Metro),0,1,0,Full-time,0,0,US,Education,Bachelor
Go Developer,0,1,1,Full-time,0,0,US,Unknown,Unknown
"Energy/Financial Reporter, Low Carbon Energy Investor",0,1,1,Full-time,0,0,US,Media_Entertainment,Unknown
Support Technician,0,1,1,Contract,0,0,US,Tech,Unknown
Front End Developer,0,1,1,Unknown,0,0,CA,Corporate_Services,Unknown
Area Manager,0,1,0,Contract,0,0,US,Industrial_Energy,Unknown
Part-time Pizza Delivery Drivers - Wallasey,0,1,1,Part-time,0,0,GB,Consumer_Retail,Unknown
Demand Manager,0,1,1,Full-time,0,0,GB,Corporate_Services,Bachelor
Senior Front-End Software Engineer,1,1,1,Full-time,0,0,US,Tech,Unknown
Business Development Manager / Director Sales / VP Sales,0,0,0,Contract,0,0,US,Tech,Unknown
Consumer Public Relations Intern (DC),0,1,0,Part-time,0,0,US,Corporate_Services,Unknown
Sales Representative EMEA,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Program Director (Danville Center),0,1,1,Full-time,0,0,US,Health_Science,Bachelor
SAP ABAP,0,0,0,Contract,0,0,US,Unknown,Unknown
Software Engineer - Android - Japanese,0,1,0,Part-time,0,0,US,Tech,Bachelor
Cluster Computing Apprentice,0,1,1,Full-time,0,0,US,Tech,Bachelor
Customer Service Representatives,0,1,0,Full-time,0,0,US,Corporate_Services,High School
Controls Engineer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Network Security Engineer,0,1,1,Full-time,0,0,CA,Tech,Bachelor
Caregiver/HHA/CNA-Bridgman,0,1,1,Part-time,0,0,US,Health_Science,High School
Product Manager (Multiple Openings),0,1,0,Full-time,0,0,SG,Tech,Bachelor
Customer Success Agent (Technical Product Support),0,1,1,Full-time,0,0,US,Tech,Unknown
Account Management Intern,0,1,0,Full-time,0,0,GB,Unknown,Unknown
Interim Technical Recruiter,0,1,0,Contract,0,0,GB,Corporate_Services,Unknown
Lead Product Designer,0,1,0,Full-time,0,0,GB,Finance,Unknown
Certified Medical Coding Manager,0,0,0,Full-time,0,0,US,Health_Science,Bachelor
Product Manager - Viral Growth,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Social Media Intern,0,0,1,Part-time,0,0,CA,Tech,High School
Marketing Intern - Start Somewhere Great,1,0,1,Full-time,0,0,US,Tech,Unknown
Sales Engineer,1,1,0,Full-time,0,0,US,Tech,Unknown
Senior WordPress developer,0,1,1,Full-time,0,0,AU,Media_Entertainment,Unknown
QA Engineer,0,1,0,Full-time,0,0,LT,Tech,Unknown
Back End Developer (Python / MySQL),0,0,1,Full-time,0,0,US,Tech,Bachelor
Executive Assistants,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
Mortgage Services Project Specialist,0,1,1,Temporary,0,0,US,Finance,High School
senior c# developer,0,1,1,Full-time,0,0,GB,Tech,Unknown
SAP Functional Solution Architect,0,0,0,Contract,0,0,US,Tech,Unknown
Applications Engineer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Application Software Engineer,0,1,0,Full-time,0,0,US,Tech,Bachelor
PHP/JavaScript Web Developer for full time telecommute growing a SaaS app,1,0,1,Full-time,0,0,US,Tech,Associate/Vocational
Senior Software Engineer,0,1,1,Full-time,0,0,US,Tech,Bachelor
Beauty & Fragrance consultants needed,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Controller,0,1,0,Full-time,0,0,US,Tech,Bachelor
Business Development (Senior Portfolio Manager),0,1,1,Full-time,0,0,GB,Finance,Unknown
Marketing Associate,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
Software Engineer Backend,0,1,1,Full-time,0,0,DE,Unknown,Unknown
Engineer x5,0,1,0,Unknown,0,0,EE,Unknown,Unknown
Accountant,0,1,0,Full-time,0,0,US,Corporate_Services,Bachelor
"Database Architect - SQL SaaS C#.Net JSON XML - Denver, CO",0,0,0,Full-time,0,0,US,Tech,Unknown
Press Helper,0,1,1,Full-time,0,0,US,Unknown,High School
Recruitment Consultant(s) (Healthcare),0,1,1,Full-time,0,0,GB,Corporate_Services,Associate/Vocational
Water Truck Driver,0,1,0,Full-time,0,0,US,Industrial_Energy,Unknown
Salesforce Developer,0,1,0,Full-time,0,0,GB,Tech,Bachelor
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Operations Manager,0,1,0,Full-time,0,0,US,Consumer_Retail,Bachelor
Data Scientist,0,1,0,Full-time,0,0,US,Health_Science,Master/PhD
Card Payments Manager,0,1,0,Full-time,0,0,EE,Finance,Unknown
"Shuttle Bus Driver - Brampton, Oakville, Mississauga",0,1,1,Part-time,0,0,CA,Logistics_Travel,Unknown
Senior Business Development,0,1,1,Unknown,0,0,US,Unknown,Unknown
Dewsbury Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,0,1,1,Full-time,0,0,GB,Unknown,High School
"Senior Auditor Supervisor - Cincinnati, OH",0,0,0,Full-time,0,0,US,Corporate_Services,Bachelor
Sales Development Representative,0,1,0,Full-time,0,0,BE,Tech,Bachelor
Beauty & Fragrance consultants needed,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Manager of Finance,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
Beauty & Fragrance consultants needed,0,1,0,Unknown,0,0,GB,Unknown,Unknown
Chief Operating Officer (COO),0,1,1,Full-time,0,0,US,Tech,Unknown
Manufacturing Operations Supervisor,0,0,0,Full-time,0,0,US,Unknown,Unknown
Product Specialist / Customer Success Specialist,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Fullstack Django Developer,0,1,1,Full-time,0,0,BE,Tech,Unknown
Marketing Associate,0,1,0,Full-time,0,0,US,Health_Science,Bachelor
Auditor,0,0,0,Full-time,0,0,US,Corporate_Services,Unknown
Data Scientist,0,1,1,Unknown,0,0,US,Unknown,Unknown
Collections Manager,0,1,0,Full-time,0,0,US,Finance,Bachelor
Applications' Systems Engineer,0,1,1,Contract,0,0,QA,Tech,Bachelor
Senior Software Mastermind,0,1,1,Full-time,0,0,US,Tech,Bachelor
Money Laundering Reporting Officer,0,1,0,Full-time,0,0,GB,Finance,Master/PhD
Senior Web Developer,0,1,1,Unknown,0,0,US,Tech,Unknown
Interactive Designer,0,1,1,Full-time,0,0,US,Tech,Bachelor
"IT Support Technician (L2, L3, Engineer)  ",0,1,0,Unknown,0,0,US,Unknown,Unknown
Back-End Developer,0,1,0,Full-time,0,0,GR,Unknown,Unknown
Business Development Manager,1,1,1,Unknown,0,0,GR,Unknown,Unknown
Senior Digital Project Manager,0,1,1,Full-time,0,0,NZ,Tech,Unknown
Front-End Developer (AngularJS),0,1,0,Unknown,0,0,GB,Unknown,Unknown
Account Coordinator,0,1,1,Full-time,0,0,US,Media_Entertainment,Bachelor
Temporary Benefits Analyst,0,1,1,Temporary,0,0,US,Unknown,Associate/Vocational
Pharmaceutical / Compound Sales Representative- California,0,1,1,Full-time,0,0,US,Health_Science,Unknown
Senior Java Systems Engineer,0,1,0,Full-time,0,0,US,Tech,Unknown
"Systems Administrator, Team Lead",0,1,1,Full-time,0,0,US,Tech,Unknown
Media Director,0,1,1,Unknown,0,0,US,Unknown,Unknown
Administration Assistant,0,1,0,Full-time,0,0,US,Tech,Unknown
Web Developer (JavaScript),0,1,1,Full-time,0,0,US,Tech,Unknown
Data Scientist,0,1,1,Full-time,0,0,GB,Tech,Bachelor
Internet Marketing Manager/Internet Marketing Specialist [paid campaigns],0,1,1,Full-time,0,0,PL,Tech,Unknown
"Cognos Data Engineer - Cognos BI IBM BPM PPBE - Baltimore, MD",0,0,0,Full-time,0,0,US,Unknown,Unknown
Recruiting & HR Intern,1,1,0,Part-time,0,0,US,Health_Science,Unknown
Mid-Senior Front-end Developer,0,1,1,Full-time,0,0,US,Tech,Unknown
English Teacher Overseas,0,1,1,Contract,0,0,ZA,Education,Bachelor
"Sr. Software Engineer (C/C++, Java)/Mobile",0,0,0,Full-time,0,0,US,Tech,Bachelor
Software Engineer - Business Intelligence,0,1,0,Full-time,0,0,US,Tech,Unknown
Food Quality,0,0,0,Full-time,0,0,US,Unknown,Unknown
Process Engineer,0,0,0,Full-time,0,0,US,Unknown,Unknown
Customer Support Star,0,1,1,Full-time,0,0,CA,Tech,Unknown
"Web Developer, HTML | CSS | JavaScript",0,1,1,Full-time,0,0,US,Tech,Bachelor
Server Engineer/DevOPS,0,1,0,Full-time,0,0,JP,Tech,Bachelor
WEB DESIGNER,0,1,0,Full-time,0,0,PH,Corporate_Services,Bachelor
Digital Art Director,0,1,1,Unknown,0,0,GR,Unknown,Unknown
Contact Center Representatives,0,1,0,Full-time,0,0,US,Finance,Unknown
English Teacher Abroad,0,1,1,Contract,0,0,US,Education,Bachelor
Outbound Appointment Setter,0,1,0,Full-time,0,0,NZ,Unknown,Unknown
Back Office Senior PHP Developer,0,1,1,Full-time,0,0,EE,Corporate_Services,Unknown
Crane Operator,0,1,0,Unknown,0,0,US,Unknown,Unknown
Service Desk Analyst,0,1,0,Full-time,0,0,US,Tech,Bachelor
Customer Service Print Specialist,0,0,0,Full-time,0,0,US,Unknown,High School
Hanley Fragrance and Beauty Promotional Staff,0,1,1,Temporary,0,0,GB,Consumer_Retail,Unknown
UX Designer Campaign,0,1,1,Unknown,0,0,US,Unknown,Unknown
